City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Rio de Janeiro,,COMPLETED,2023-10-25 15:55:58 +0000 UTC,2023-10-25 16:02:20 +0000 UTC,-22.97245,-43.18794,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",2023-10-25 16:11:11 +0000 UTC,-22.96471,-43.17458,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",,,
Rio de Janeiro,,COMPLETED,2023-10-25 14:18:46 +0000 UTC,2023-10-25 14:20:30 +0000 UTC,-22.96468,-43.17456,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-10-25 14:32:17 +0000 UTC,-22.97264,-43.18801,"Av. Nossa Senhora de Copacabana, 759 - Copacabana - Rio de Janeiro - RJ, 22050-002",,,
Rio de Janeiro,,COMPLETED,2023-10-24 19:42:48 +0000 UTC,2023-10-24 19:50:31 +0000 UTC,-22.94516,-43.182434,"Pr. De Botafogo, 316 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-10-24 19:55:56 +0000 UTC,-22.964529,-43.173935,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",,,
Rio de Janeiro,,COMPLETED,2023-10-24 18:27:05 +0000 UTC,2023-10-24 18:37:56 +0000 UTC,-22.964485,-43.174065,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-10-24 18:52:50 +0000 UTC,-22.944792,-43.18236,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",,,
Rio de Janeiro,,COMPLETED,2023-10-14 22:02:14 +0000 UTC,2023-10-14 22:15:28 +0000 UTC,-22.936653,-43.1943,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",2023-10-14 22:28:37 +0000 UTC,-22.964191,-43.1741,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",,,
Rio de Janeiro,,UNFULFILLED,2023-10-14 21:55:15 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.93665,-43.194298,,1970-01-01 00:00:00 +0000 UTC,-22.93665,-43.194298,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",,,
Rio de Janeiro,,CANCELED,2023-10-14 21:53:11 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.93665,-43.194298,,1970-01-01 00:00:00 +0000 UTC,-22.93665,-43.194298,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",,,
Rio de Janeiro,UberX,CANCELED,2023-10-06 22:42:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.961071,-43.20247,"R. Fonte Da Saudade, 39 - Lagoa - Rio de Janeiro - RJ, 22471-210",1970-01-01 00:00:00 +0000 UTC,-22.961071,-43.20247,"R. Fonte Da Saudade, 39 - Lagoa - Rio de Janeiro - RJ, 22471-210",0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2023-10-05 21:53:24 +0000 UTC,2023-10-05 21:55:25 +0000 UTC,-22.97255,-43.18794,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",2023-10-05 22:13:06 +0000 UTC,-22.96459,-43.17464,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",1.06,9.92,BRL
Rio de Janeiro,UberX,COMPLETED,2023-10-05 21:05:05 +0000 UTC,2023-10-05 21:16:36 +0000 UTC,-22.96449,-43.17967,"Rua Barata Ribeiro, 194 - Copacabana - Rio de Janeiro - RJ, 22011-002",2023-10-05 21:29:54 +0000 UTC,-22.97369,-43.1887,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",1.08,12.29,BRL
Rio de Janeiro,UberX,COMPLETED,2023-10-05 01:17:18 +0000 UTC,2023-10-05 01:24:17 +0000 UTC,-22.947813,-43.183422,"R. Prof. Alfredo Gomes - Botafogo - Rio de Janeiro - RJ, 22251-080",2023-10-05 01:39:14 +0000 UTC,-22.963785,-43.17214,"Rua Gustavo Sampaio, 732 - Leme - Rio de Janeiro - RJ, 22010-010",2.74,16.92,BRL
Rio de Janeiro,UberX,COMPLETED,2023-10-04 20:52:06 +0000 UTC,2023-10-04 20:56:57 +0000 UTC,-22.964565,-43.174004,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-10-04 21:12:05 +0000 UTC,-22.947659,-43.182537,"Praia de Botafogo, 400 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.44,13.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-10 02:33:29 +0000 UTC,2023-09-10 02:35:49 +0000 UTC,-22.913185,-43.181854,"R. Do Lavradio, 82 - Centro - Rio de Janeiro - RJ, 20230-070",2023-09-10 02:49:22 +0000 UTC,-22.964418,-43.173977,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",5.01,19.98,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-09 10:37:10 +0000 UTC,2023-09-09 10:40:38 +0000 UTC,-22.96473,-43.1746,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-09-09 11:10:13 +0000 UTC,-23.006392,-43.295834,"Praça Professor Velho da Silva - Barra da Tijuca - Rio de Janeiro - RJ, 22611-080",10.22,39.95,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-09 00:07:46 +0000 UTC,2023-09-09 00:13:28 +0000 UTC,-22.95577,-43.1967,"R. Voluntários da Pátria, 446 - Humaitá - Rio de Janeiro - RJ, 22270-018",2023-09-09 00:22:28 +0000 UTC,-22.96451,-43.17396,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2.23,12.98,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-08 21:51:30 +0000 UTC,2023-09-08 21:59:18 +0000 UTC,-22.964493,-43.17409,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-09-08 22:16:55 +0000 UTC,-22.955786,-43.19673,"Cobal Humaitá R. Voluntários da Pátria, 446, Loja 1 e 2 A - Humaitá - Rio de Janeiro - RJ, 22270-018",2.98,14.97,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-08 18:51:20 +0000 UTC,2023-09-08 18:52:45 +0000 UTC,-22.972416,-43.187733,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",2023-09-08 19:11:13 +0000 UTC,-22.96603,-43.1784,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",0.76,14.97,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-08 17:56:16 +0000 UTC,2023-09-08 18:03:28 +0000 UTC,-22.965384,-43.182755,"R. Tonelero, 51 - Copacabana - Rio de Janeiro - RJ, 22030-000",2023-09-08 18:18:16 +0000 UTC,-22.972698,-43.188225,"Av. Nossa Senhora de Copacabana, 759 - Copacabana - Rio de Janeiro - RJ, 22050-002",1.14,9.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-08 10:36:28 +0000 UTC,2023-09-08 10:39:51 +0000 UTC,-22.936653,-43.1943,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",2023-09-08 10:51:48 +0000 UTC,-22.964647,-43.174656,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",3.49,14.95,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-06 18:43:31 +0000 UTC,2023-09-06 18:48:26 +0000 UTC,-22.972593,-43.18768,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",2023-09-06 19:02:16 +0000 UTC,-22.964556,-43.173813,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",1.49,11.96,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-06 17:26:27 +0000 UTC,2023-09-06 17:28:13 +0000 UTC,-22.965408,-43.18274,"R. Tonelero, 51 - Copacabana - Rio de Janeiro - RJ, 22030-000",2023-09-06 17:41:53 +0000 UTC,-22.97266,-43.188087,"Av. Nossa Senhora de Copacabana, 759 - Copacabana - Rio de Janeiro - RJ, 22050-002",1.11,8.97,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-01 12:18:46 +0000 UTC,2023-09-01 12:21:08 +0000 UTC,-22.96983,-43.18515,"Avenida Nossa Senhora de Copacabana, 610 - Copacabana - Rio de Janeiro - RJ, 22050-001",2023-09-01 12:25:46 +0000 UTC,-22.96477,-43.17454,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",0.81,8.98,BRL
Rio de Janeiro,UberX,COMPLETED,2023-09-01 11:36:56 +0000 UTC,2023-09-01 11:42:23 +0000 UTC,-22.964762,-43.17447,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-09-01 11:57:09 +0000 UTC,-22.969658,-43.18515,"Avenida Nossa Senhora de Copacabana, 583 - Copacabana - Rio de Janeiro - RJ, 22050-902",1.48,10.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-30 00:17:43 +0000 UTC,2023-08-30 00:19:23 +0000 UTC,-22.95477,-43.180916,"Rua da Passagem, 142 - Botafogo - Rio de Janeiro - RJ, 22290-031",2023-08-30 00:22:11 +0000 UTC,-22.964495,-43.17398,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",0.90,8.9,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-29 22:32:44 +0000 UTC,2023-08-29 22:38:45 +0000 UTC,-22.96449,-43.174057,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-08-29 22:46:35 +0000 UTC,-22.95483,-43.18093,"Rua da Passagem, 142 - Botafogo - Rio de Janeiro - RJ, 22290-031",1.90,10.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-26 00:20:06 +0000 UTC,2023-08-26 00:23:40 +0000 UTC,-22.896406,-43.18032,Museu do Amanhã,2023-08-26 00:42:10 +0000 UTC,-22.964584,-43.17397,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",5.89,24.9,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-25 22:19:50 +0000 UTC,2023-08-25 22:30:57 +0000 UTC,-22.96454,-43.17346,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-08-25 22:51:05 +0000 UTC,-22.89638,-43.18033,"Pç. Mauá - Centro - Rio de Janeiro - RJ, 20081",6.74,22.99,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-24 21:05:25 +0000 UTC,2023-08-24 21:13:01 +0000 UTC,-22.944431,-43.18224,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-08-24 21:22:48 +0000 UTC,-22.964544,-43.173912,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",1.97,19.94,BRL
Rio de Janeiro,Moto,CANCELED,2023-08-24 21:01:37 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Rio de Janeiro,Moto,CANCELED,2023-08-24 20:59:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-24 11:53:02 +0000 UTC,2023-08-24 12:09:18 +0000 UTC,-22.96474,-43.174553,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-24 12:16:57 +0000 UTC,-22.94465,-43.182316,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.20,11.96,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-16 19:36:30 +0000 UTC,2023-08-16 19:43:54 +0000 UTC,-22.944645,-43.182293,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-08-16 19:50:42 +0000 UTC,-22.96449,-43.174706,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",1.66,11.96,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-16 11:41:33 +0000 UTC,2023-08-16 11:50:46 +0000 UTC,-22.964693,-43.17453,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-16 11:58:26 +0000 UTC,-22.944586,-43.182373,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.20,11.94,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-14 12:06:41 +0000 UTC,2023-08-14 12:13:14 +0000 UTC,-22.964903,-43.174507,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-14 12:30:01 +0000 UTC,-22.93666,-43.194324,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",3.78,19.96,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-12 22:54:32 +0000 UTC,2023-08-12 22:59:30 +0000 UTC,-22.936634,-43.194317,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",2023-08-12 23:11:54 +0000 UTC,-22.964485,-43.17398,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",3.45,24.99,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-12 16:19:16 +0000 UTC,2023-08-12 16:23:45 +0000 UTC,-22.964743,-43.17475,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-12 16:45:32 +0000 UTC,-22.947374,-43.18261,"Pr. De Botafogo, 400 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.39,14.95,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-12 00:41:55 +0000 UTC,2023-08-12 00:45:01 +0000 UTC,-22.965448,-43.226425,"Rua Pacheco Leão, 758 - Jardim Botânico - Rio de Janeiro - RJ, 22460-030",2023-08-12 01:22:40 +0000 UTC,-22.963707,-43.17224,"Rua Gustavo Sampaio, 732 - Leme - Rio de Janeiro - RJ, 22010-010",9.76,44.98,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-08 19:02:16 +0000 UTC,2023-08-08 19:06:58 +0000 UTC,-22.94448,-43.18225,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-08-08 19:12:44 +0000 UTC,-22.96449,-43.17402,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",1.96,10.91,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-08 11:41:47 +0000 UTC,2023-08-08 11:45:58 +0000 UTC,-22.964619,-43.174553,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-08 11:56:18 +0000 UTC,-22.944487,-43.182205,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.18,12.95,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-07 19:03:51 +0000 UTC,2023-08-07 19:11:40 +0000 UTC,-22.94454,-43.182194,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-08-07 19:18:30 +0000 UTC,-22.96453,-43.173973,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",1.88,10.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-07 12:05:11 +0000 UTC,2023-08-07 12:07:04 +0000 UTC,-22.96474,-43.17453,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-07 12:14:21 +0000 UTC,-22.94456,-43.18231,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.19,11.9,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-04 20:32:32 +0000 UTC,2023-08-04 20:39:24 +0000 UTC,-22.964695,-43.174572,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-04 21:10:18 +0000 UTC,-22.93671,-43.194305,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",3.80,24.91,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-04 16:44:06 +0000 UTC,2023-08-04 16:48:22 +0000 UTC,-22.972654,-43.187984,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",2023-08-04 16:59:40 +0000 UTC,-22.964512,-43.174023,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",1.12,11.97,BRL
Rio de Janeiro,UberX,CANCELED,2023-08-04 16:34:18 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.97373,-43.18931,"Rua Constante Ramos, 64 - Copacabana - Rio de Janeiro - RJ, 22051-012",1970-01-01 00:00:00 +0000 UTC,-22.9736,-43.18882,"Avenida Nossa Senhora de Copacabana, 830 - Copacabana - Rio de Janeiro - RJ, 22050-001",0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-04 14:21:04 +0000 UTC,2023-08-04 14:25:22 +0000 UTC,-22.96446,-43.17471,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-04 14:36:40 +0000 UTC,-22.972633,-43.18809,"Av. Nossa Senhora de Copacabana, 759 - Copacabana - Rio de Janeiro - RJ, 22050-002",1.50,9.92,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-03 20:49:34 +0000 UTC,2023-08-03 20:53:05 +0000 UTC,-22.944664,-43.18228,"Pr. De Botafogo 2º And, 300 - Rio de Janeiro - RJ, 22250-040",2023-08-03 21:00:46 +0000 UTC,-22.964354,-43.173386,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2.04,14.99,BRL
Rio de Janeiro,UberX,COMPLETED,2023-08-03 10:56:12 +0000 UTC,2023-08-03 10:58:33 +0000 UTC,-22.964794,-43.174576,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-08-03 11:05:59 +0000 UTC,-22.94452,-43.18225,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.19,11.96,BRL
Rio de Janeiro,UberX,COMPLETED,2023-07-29 15:32:20 +0000 UTC,2023-07-29 15:45:22 +0000 UTC,-22.964577,-43.174007,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-07-29 16:00:25 +0000 UTC,-22.936642,-43.19428,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",3.82,22.95,BRL
Rio de Janeiro,UberX,COMPLETED,2023-07-12 03:23:47 +0000 UTC,2023-07-12 03:29:47 +0000 UTC,-22.9367,-43.194317,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",2023-07-12 03:38:12 +0000 UTC,-22.96454,-43.17401,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",3.48,14.98,BRL
Rio de Janeiro,UberX,COMPLETED,2023-07-05 07:40:25 +0000 UTC,2023-07-05 07:42:09 +0000 UTC,-22.96449,-43.17398,"Av. Princesa Isabel, 21 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-07-05 07:50:49 +0000 UTC,-22.91294,-43.16706,"Main Terminal, Aeroporto Santos Dumont (SDU) - Centro - Rio de Janeiro - RJ, 20021-340",5.38,19.94,BRL
Rio de Janeiro,UberX,COMPLETED,2023-07-04 21:04:08 +0000 UTC,2023-07-04 21:08:56 +0000 UTC,-22.9644,-43.17414,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-07-04 21:19:13 +0000 UTC,-22.95743,-43.17719,"R. Lauro Müller, 116 - Botafogo - Rio de Janeiro - RJ, 22290-160",0.75,8.94,BRL
Rio de Janeiro,UberX,COMPLETED,2023-07-02 17:35:14 +0000 UTC,2023-07-02 17:38:59 +0000 UTC,-22.943642,-43.160088,"R. Cândido Gafree, 205 - Urca - Rio de Janeiro - RJ, 22291-080",2023-07-02 17:45:18 +0000 UTC,-22.955608,-43.165665,"Praia Vermelha Pç. General Tibúrcio, S/N - Urca - Rio de Janeiro - RJ, 22290-270",1.66,10.97,BRL
Rio de Janeiro,UberX,COMPLETED,2023-07-02 16:22:12 +0000 UTC,2023-07-02 16:26:21 +0000 UTC,-22.955532,-43.16596,"Praça General Tibúrcio, 80 - Urca - Rio de Janeiro - RJ, 22290-270",2023-07-02 16:34:29 +0000 UTC,-22.943687,-43.16017,"R. Cândido Gafree, 205 - Urca - Rio de Janeiro - RJ, 22291-080",1.29,9.9,BRL
Petropolis,UberX,CANCELED,2023-07-01 21:09:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.50435,-43.17662,"Avenida Ipiranga, 405 - Petrópolis - Petrópolis - RJ, 25610-150",1970-01-01 00:00:00 +0000 UTC,-22.50465,-43.17768,"Avenida Ipiranga, 298 - Petrópolis - RJ, 25610-150",0.00,0,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-29 21:52:27 +0000 UTC,2023-06-29 22:00:56 +0000 UTC,-22.944447,-43.182247,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-06-29 22:07:27 +0000 UTC,-22.964445,-43.174065,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",1.96,10.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-29 11:44:54 +0000 UTC,2023-06-29 11:49:11 +0000 UTC,-22.964754,-43.17456,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-06-29 11:57:23 +0000 UTC,-22.944164,-43.18213,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.17,11.97,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-24 13:59:34 +0000 UTC,2023-06-24 14:00:29 +0000 UTC,-22.972466,-43.187725,"Av. Nossa Sra de Copacabana 1º - 2º e 3º Pavimentos, 749-A - Copacabana - Rio de Janeiro - RJ, 20050-002",2023-06-24 14:05:51 +0000 UTC,-22.964653,-43.17446,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",1.06,8.95,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-24 12:52:51 +0000 UTC,2023-06-24 12:56:27 +0000 UTC,-22.964624,-43.174618,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-06-24 13:05:45 +0000 UTC,-22.97258,-43.18798,"Av. Nossa Senhora de Copacabana, 759 - Copacabana - Rio de Janeiro - RJ, 22050-002",1.49,9.96,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-23 20:47:03 +0000 UTC,2023-06-23 21:00:48 +0000 UTC,-22.964521,-43.17399,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",2023-06-23 21:11:23 +0000 UTC,-22.95725,-43.17718,"R. Lauro Müller, 116 - Botafogo - Rio de Janeiro - RJ, 22290-160",1.32,8.92,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-23 11:22:03 +0000 UTC,2023-06-23 11:25:28 +0000 UTC,-22.939093,-43.196198,"Rua Marechal Pires Ferreira, 10 - Cosme Velho - Rio de Janeiro - RJ, 22241-080",2023-06-23 11:48:58 +0000 UTC,-22.964718,-43.1748,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",4.83,24.93,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-22 16:03:09 +0000 UTC,2023-06-22 16:07:34 +0000 UTC,-22.944422,-43.18215,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2023-06-22 16:15:44 +0000 UTC,-22.965094,-43.18144,"Rua Barata Ribeiro, 194N - Copacabana - Rio de Janeiro -, 22011-900",2.17,10.91,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-22 10:56:16 +0000 UTC,2023-06-22 11:04:56 +0000 UTC,-22.964933,-43.17441,"Avenida Prado Júnior, 48 - Copacabana - Rio de Janeiro - RJ, 22011-010",2023-06-22 11:11:42 +0000 UTC,-22.944569,-43.182297,"Pr. De Botafogo 2º And, 300 - Botafogo - Rio de Janeiro - RJ, 22250-040",2.23,11.91,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-19 08:28:10 +0000 UTC,2023-06-19 08:33:38 +0000 UTC,-22.936611,-43.19422,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",2023-06-19 08:44:36 +0000 UTC,-22.964518,-43.173977,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",3.47,14.91,BRL
Rio de Janeiro,UberX,COMPLETED,2023-06-10 22:26:54 +0000 UTC,2023-06-10 22:35:16 +0000 UTC,-22.93666,-43.19431,"Rua Santa Lúcia, 171 - Laranjeiras - Rio de Janeiro - RJ, 22241-010",2023-06-10 22:47:01 +0000 UTC,-22.96455,-43.173855,"Avenida Princesa Isabel, 7 - Rio de Janeiro - Rio de Janeiro - RJ, 22011-011",3.57,24.06,BRL
Rio de Janeiro,UberX,CANCELED,2023-06-10 22:02:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-22.93533,-43.19688,"Rua Doutor Júlio Otoni, 459 - Rio de Janeiro - Rio de Janeiro - RJ, 20241-400",1970-01-01 00:00:00 +0000 UTC,-22.93678,-43.19682,"Rua Alice, 1890 - Laranjeiras - Rio de Janeiro - RJ, 22241-020",0.00,2.6,BRL
Sao Paulo,VIP,COMPLETED,2023-06-06 14:39:38 +0000 UTC,2023-06-06 14:43:51 +0000 UTC,-23.624666,-46.662575,"Avenida Washington Luís, 6749 - São Paulo - SP, 04627-005",2023-06-06 15:03:46 +0000 UTC,-23.648092,-46.62944,"Rod. Dos Imigrantes Km 1, 5 - Água Funda - São Paulo - SP, 04329-900",4.81,26.91,BRL
